Invariant,Avg,Prior,Ratio,Avg Observations,Avg A Samples,S24, S10, S25, S8, S21, S9, S6, S16, S14, S23, S22, S26, S13, S12, S15, S7, S17, S11, S27
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.69707,0.95500,0.72991,91.00000,0.72991,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.80956,1.0,1.0,0.0,1.0,1.0,1.0,0.43469,1.0,1.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.40205,0.95500,0.42099,22.00000,0.42099,0.0,0.63891,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.36842,0.95500,0.38578,23.00000,0.38578,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.10526,0.95500,0.11022,2.00000,0.11022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.35950,0.95500,0.37643,14.00000,0.37643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.83041,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.17293,0.95500,0.18108,6.00000,0.18108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.63158,0.95500,0.66134,39.00000,0.66134,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.26316,0.95500,0.27556,10.00000,0.27556,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.57061,0.95500,0.59750,58.00000,0.59750,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.84162,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.52632,0.95500,0.55112,34.00000,0.55112,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.26181,0.95500,0.27415,39.00000,0.27415,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9005,0.55039,0.0,0.69703,0.0,0.0,0.0,0.82646,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.23049,0.95500,0.24135,10.00000,0.24135,0.0,0.0,1.0,0.37932,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.56770,0.95500,0.59445,53.00000,0.59445,0.0,0.0,1.0,0.0,0.0,1.0,0.59471,0.54546,0.86444,1.0,0.93942,0.0,0.72856,0.0,1.0,0.2777,1.0,1.0,0.83599
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.24478,0.95500,0.25631,21.00000,0.25631,0.0,0.0,0.51191,0.47827,0.0,0.0,0.86848,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7921,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.49066,0.95500,0.51378,15.00000,0.51378,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.32261,1.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.21053,0.95500,0.22045,4.00000,0.22045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.95500,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.67164,0.95500,0.70329,37.00000,0.70329,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.76124,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.22616,0.95500,0.23682,8.00000,0.23682,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29706,0.0,1.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.08276,0.04465,1.85354,125.00000,1.85354,0.78551,0.03761,0.01313,0.04309,0.0043,0.12934,0.00706,0.01249,0.03572,0.05292,0.02066,0.0,0.0,0.03926,0.0,0.03348,0.17729,0.07528,0.10531
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.07634,0.04465,1.70974,885.00000,1.70974,0.57756,0.03656,0.03426,0.0303,0.03988,0.03771,0.03,0.04762,0.03633,0.07136,0.05063,0.07608,0.06647,0.04266,0.06951,0.05682,0.04853,0.05726,0.04092
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.13507,0.04465,3.02511,348.00000,3.02511,0.21753,0.13037,0.20913,0.19737,0.1391,0.10592,0.15479,0.09699,0.01341,0.29432,0.04785,0.11555,0.057,0.12817,0.13033,0.11286,0.14943,0.21751,0.04872
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.05217,0.04465,1.16853,66.00000,1.16853,0.60965,0.0,0.01357,0.01564,0.00945,0.02299,0.00757,0.01149,0.0,0.05292,0.0,0.0,0.0,0.0,0.01604,0.013,0.04244,0.14071,0.03585
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.04348,0.04465,0.97389,860.00000,0.97389,0.30538,0.01764,0.0191,0.01745,0.01968,0.02324,0.0309,0.03367,0.04823,0.01078,0.04539,0.01749,0.03583,0.04222,0.03572,0.03815,0.02672,0.01417,0.04444
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.06931,0.04465,1.55227,147.00000,1.55227,0.33333,0.07052,0.07856,0.06014,0.05221,0.01659,0.01541,0.02559,0.01299,0.11287,0.05389,0.1948,0.01894,0.09527,0.04289,0.03171,0.02972,0.05272,0.01872
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00000,0.04465,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.75496,0.04465,16.90838,125.00000,16.90838,0.99674,1.0,1.0,0.81212,1.0,1.0,0.40299,1.0,0.80151,1.0,0.75236,0.0,0.0,0.64262,0.0,1.0,1.0,1.0,0.93588
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.95854,0.04465,21.46777,716.00000,21.46777,1.0,0.93798,0.94444,1.0,0.96656,0.90742,0.95294,0.96558,0.90309,0.94249,0.94255,0.97973,0.96748,0.9447,0.97689,0.98099,0.94501,0.95433,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.95360,0.04465,21.35733,323.00000,21.35733,1.0,0.97513,0.92191,0.94978,0.92982,0.94167,1.0,0.89651,1.0,1.0,1.0,0.83938,1.0,1.0,0.91354,0.94755,0.93122,1.0,0.87198
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.61150,0.04465,13.69541,66.00000,13.69541,0.99523,0.0,1.0,0.76426,0.73047,0.85219,1.0,0.76746,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.72072,1.0,0.93441,0.85376
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.95779,0.04465,21.45111,277.00000,21.45111,0.99552,0.94715,0.94972,1.0,1.0,1.0,0.92395,1.0,0.8233,0.92767,1.0,0.96314,0.9645,0.9264,0.9215,0.9564,0.94654,0.95226,1.0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),1.00000,0.04465,22.39642,79.00000,22.39642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
